isbn,feature
0425065340,"[-0.8543743  -0.2234988  -0.07441918 ... -0.54177934 -0.46412575
  0.46355906]"
0345460014,"[-0.6996381  -0.11128782  0.71082354 ... -0.5861729  -0.49533862
  0.49127975]"
0609605925,"[-0.91376275 -0.3361624  -0.25158647 ... -0.51618946 -0.4430714
  0.47404528]"
0060191929,"[-0.8319834  -0.26085806  0.23495467 ... -0.5615101  -0.4743888
  0.5031157 ]"
0743206045,"[-0.7719127  -0.4320383  -0.80333704 ... -0.5443953  -0.4846659
  0.4853188 ]"
0684867818,"[-0.8756525  -0.29811648 -0.12182766 ... -0.5615101  -0.4743888
  0.5031157 ]"
0743406176,"[-0.6383372  -0.03788681  0.6969042  ... -0.51618946 -0.4430714
  0.47404528]"
0679603352,"[-0.8698346  -0.38278866 -0.27831373 ... -0.46933448 -0.43552983
  0.48671606]"
0671042556,"[-0.87838835 -0.59142053 -0.8264495  ... -0.5054487  -0.45430103
  0.52125025]"
0679450440,"[-0.87719476 -0.30698147 -0.9038895  ... -0.5258696  -0.4621476
  0.4933698 ]"
0609606727,"[-0.8809304  -0.45777306 -0.87108845 ... -0.51618946 -0.4430714
  0.47404528]"
0446531332,"[-0.7612055  -0.31899047 -0.31322286 ... -0.55333614 -0.46308547
  0.52222294]"
1570717257,"[-0.8631273  -0.43754166 -0.73093516 ... -0.46933448 -0.43552983
  0.48671606]"
0691027641,"[-0.9071417  -0.6323094  -0.9747227  ... -0.5649154  -0.47818217
  0.5126288 ]"
0345339711,"[-0.9317569  -0.4681543  -0.91713077 ... -0.5744064  -0.47293663
  0.4983684 ]"
067167806X,"[-0.83656996 -0.41317663 -0.60853136 ... -0.5649154  -0.47818217
  0.5126288 ]"
052594463X,"[-0.73824674 -0.12435872  0.4905771  ... -0.5360456  -0.46403673
  0.4752013 ]"
0393952045,"[-0.87539226 -0.30480415 -0.09012977 ... -0.5649154  -0.47818217
  0.5126288 ]"
0394574745,"[-0.72179574 -0.12255327 -0.29336712 ... -0.46933448 -0.43552983
  0.48671606]"
0684868911,"[-0.85883904 -0.28287706  0.06593131 ... -0.5615101  -0.4743888
  0.5031157 ]"
0914327496,"[-0.7776032  -0.21962804  0.24976343 ... -0.52979314 -0.43259993
  0.48180598]"
0842336214,"[-0.87271583 -0.24220243  0.42136225 ... -0.56497514 -0.47539926
  0.52548456]"
0399148582,"[-0.8648429  -0.22677898  0.23718178 ... -0.4754322  -0.4353129
  0.49400672]"
0684864320,"[-0.8523343  -0.25077254  0.23574668 ... -0.51618946 -0.4430714
  0.47404528]"
0525944834,"[-0.84480065 -0.50558543 -0.7202764  ... -0.5615101  -0.4743888
  0.5031157 ]"
0876059450,"[-0.9195688  -0.61900276 -0.9338248  ... -0.4551339  -0.4195797
  0.5123444 ]"
0451176812,"[-0.87476385 -0.4091127  -0.50257427 ... -0.52574384 -0.43766257
  0.47331983]"
0718144538,"[-0.88941586 -0.34833246 -0.2612758  ... -0.54384834 -0.47100672
  0.5217349 ]"
0007100221,"[-0.7163783  -0.21693704  0.3464157  ... -0.52866673 -0.43686965
  0.49155256]"
0446363804,"[-0.83807206 -0.27438408 -0.03189456 ... -0.5500408  -0.4691263
  0.5238743 ]"
1576736652,"[-0.8771227  -0.5691398  -0.9253321  ... -0.512617   -0.44719544
  0.4810125 ]"
2253043974,"[-0.92324644 -0.41453376 -0.40801334 ... -0.46933448 -0.43552983
  0.48671606]"
2020315491,"[-0.8618454  -0.36169714 -0.24001399 ... -0.47133166 -0.46004167
  0.5322307 ]"
0373440340,"[-0.6255051  -0.12982348 -0.02910335 ... -0.56497514 -0.47539926
  0.52548456]"
0140253580,"[-0.7986448  -0.20338638  0.39376196 ... -0.46933448 -0.43552983
  0.48671606]"
0380816229,"[-0.8637154  -0.30037233  0.19091526 ... -0.5443953  -0.4846659
  0.4853188 ]"
0349101779,"[-0.8112792  -0.18045849  0.42503628 ... -0.5495989  -0.46044135
  0.48820615]"
185479549X,"[-0.6776055  -0.17854415  0.5230002  ... -0.4027456  -0.43505603
  0.5190861 ]"
0751506451,"[-0.8820788  -0.3657957  -0.13137831 ... -0.5768424  -0.47848636
  0.48188362]"
1858813093,"[-0.88307923 -0.51520216 -0.64091074 ... -0.24405736 -0.44187877
  0.5185339 ]"
0198604025,"[-0.85732615 -0.31150576 -0.40073746 ... -0.04603468 -0.4035997
  0.5536485 ]"
2253063339,"[-0.78568316 -0.20823789  0.47799888 ... -0.52866673 -0.43686965
  0.49155256]"
1842040154,"[-0.9124852  -0.66502535 -0.98379415 ... -0.04603468 -0.4035997
  0.5536485 ]"
0140622063,"[-0.7920953  -0.33392763 -0.79966915 ... -0.4027456  -0.43505603
  0.5190861 ]"
2264009306,"[-0.71483094 -0.3746808  -0.76919836 ... -0.4027456  -0.43505603
  0.5190861 ]"
1841952931,"[-0.93762743 -0.39139223 -0.6034143  ... -0.4027456  -0.43505603
  0.5190861 ]"
1405200677,"[-0.8391766  -0.58067596 -0.9395284  ... -0.04603468 -0.4035997
  0.5536485 ]"
0375501347,"[-0.9135047  -0.5158175  -0.81042176 ... -0.46933448 -0.43552983
  0.48671606]"
0449006557,"[-0.8832338  -0.41729167 -0.61816    ... -0.5543861  -0.45834333
  0.49015316]"
0747255989,"[-0.889145   -0.5081148  -0.7737752  ... -0.5543861  -0.45834333
  0.49015316]"
0684825414,"[-0.86251515 -0.3235723  -0.09496535 ... -0.46933448 -0.43552983
  0.48671606]"
0746002602,"[-0.9446214  -0.49552003 -0.8655963  ... -0.24405736 -0.44187877
  0.5185339 ]"
0735605475,"[-0.80869406 -0.47005752 -0.7575459  ... -0.04603468 -0.4035997
  0.5536485 ]"
0689833369,"[-0.91253185 -0.49920544 -0.75798285 ... -0.49224815 -0.4872901
  0.48756933]"
155166545X,"[-0.8986264  -0.32423237 -0.7421193  ... -0.56497514 -0.47539926
  0.52548456]"
0671894455,"[-0.86331046 -0.38375467 -0.83022946 ... -0.52574384 -0.43766257
  0.47331983]"
0140067841,"[-0.9257706  -0.53726256 -0.7922949  ... -0.4027456  -0.43505603
  0.5190861 ]"
081120457X,"[-0.8943084  -0.37378097 -0.28070617 ... -0.4027456  -0.43505603
  0.5190861 ]"
0688142036,"[-0.9109242  -0.38732833 -0.47158808 ... -0.24405736 -0.44187877
  0.5185339 ]"
0312901437,"[-0.87946945 -0.3208187  -0.21148215 ... -0.06591122 -0.38135746
  0.53054136]"
0688114482,"[-0.854249   -0.30697984  0.09486435 ... -0.46933448 -0.43552983
  0.48671606]"
0553212923,"[-0.931503   -0.3578085  -0.27904457 ... -0.4027456  -0.43505603
  0.5190861 ]"
0380713802,"[-0.907753   -0.34160584 -0.47205505 ... -0.51007897 -0.4466075
  0.4649792 ]"
0898159318,"[-0.69904584 -0.24723049 -0.79003644 ... -0.54834497 -0.4455728
  0.49476945]"
0451450957,"[-0.77347326 -0.29849476 -0.07789821 ... -0.5789285  -0.4854476
  0.53004473]"
0451454359,"[-0.8460147  -0.50397533 -0.9251741  ... -0.52866673 -0.43686965
  0.49155256]"
0679860150,"[-0.6921724  -0.20131288  0.62796944 ... -0.24405736 -0.44187877
  0.5185339 ]"
0679436065,"[-0.80331206 -0.4636858  -0.4289353  ... -0.5715631  -0.46387953
  0.49716848]"
0449238083,"[-0.81072205 -0.2259325   0.19045751 ... -0.52574384 -0.43766257
  0.47331983]"
0679021507,"[-0.8890701  -0.49744144 -0.7551068  ... -0.47133166 -0.46004167
  0.5322307 ]"
0385333919,"[-0.9366976  -0.3249683  -0.63334906 ... -0.54384834 -0.47100672
  0.5217349 ]"
0375750002,"[-0.84029186 -0.1939134   0.25494513 ... -0.4027456  -0.43505603
  0.5190861 ]"
0425165582,"[-0.8236317  -0.35291132 -0.7381383  ... -0.5873592  -0.4958789
  0.5295375 ]"
0671703552,"[-0.84498733 -0.05403875  0.16001384 ... -0.5615101  -0.4743888
  0.5031157 ]"
0312980205,"[-0.85487634 -0.34957173 -0.3355321  ... -0.55093396 -0.4725153
  0.46224827]"
0871236575,"[-0.8244167  -0.31451365  0.02793214 ... -0.54904497 -0.44945738
  0.49237296]"
0440164125,"[-0.88206106 -0.36911353 -0.6633947  ... -0.54904497 -0.44945738
  0.49237296]"
0812550765,"[-0.9526581  -0.5164305  -0.82994944 ... -0.5799819  -0.49357143
  0.51207554]"
0425183653,"[-0.8361929  -0.5721038  -0.82812846 ... -0.58179194 -0.48817432
  0.49485835]"
0618340696,"[-0.8470095  -0.36667496 -0.34099442 ... -0.52574384 -0.43766257
  0.47331983]"
0373765703,"[-0.7982441  -0.45604315 -0.7892383  ... -0.56497514 -0.47539926
  0.52548456]"
037369167X,"[-0.76489484 -0.24926342 -0.36872068 ... -0.56497514 -0.47539926
  0.52548456]"
0446363162,"[-0.80568224 -0.17174529  0.0930646  ... -0.52574384 -0.43766257
  0.47331983]"
0553569619,[-0.9063157 -0.3945597 -0.5661128 ... -0.5443953 -0.4846659  0.4853188]
0679436448,"[-0.83920264 -0.30250797  0.19427866 ... -0.54986596 -0.44785368
  0.46302843]"
0671024094,"[-0.89233863 -0.33721405 -0.30061865 ... -0.53935564 -0.46798337
  0.46798602]"
1565070054,"[-0.84515023 -0.28115022 -0.16264488 ... -0.54904497 -0.44945738
  0.49237296]"
1565070461,"[-0.7544182  -0.29071635 -0.5616939  ... -0.54904497 -0.44945738
  0.49237296]"
1556618646,"[-0.85967046 -0.3251073  -0.15639567 ... -0.5779581  -0.48101023
  0.506118  ]"
155661862X,"[-0.82130176 -0.29079118  0.09679078 ... -0.54904497 -0.44945738
  0.49237296]"
1565071298,"[-0.81867063 -0.3136176  -0.53727436 ... -0.54904497 -0.44945738
  0.49237296]"
1556618409,"[-0.9202487  -0.38620245 -0.7517798  ... -0.5140602  -0.4342742
  0.49421746]"
1556618395,"[-0.92416716 -0.36803803 -0.544592   ... -0.5779581  -0.48101023
  0.506118  ]"
0849917069,"[-0.84632796 -0.28724828  0.21157502 ... -0.52866673 -0.43686965
  0.49155256]"
0373691580,"[-0.8663645  -0.39129916 -0.4804609  ... -0.56497514 -0.47539926
  0.52548456]"
0553840177,[-0.9485952 -0.5507508 -0.8829544 ... -0.5443953 -0.4846659  0.4853188]
0385249683,"[-0.75506014 -0.16136014  0.20750888 ... -0.58731663 -0.49116784
  0.49649563]"
0060975849,"[-0.70779574 -0.17451482 -0.24397598 ... -0.4027456  -0.43505603
  0.5190861 ]"
0553340077,"[-0.8351738  -0.35173613 -0.7860566  ... -0.512617   -0.44719544
  0.4810125 ]"
055329119X,"[-0.9010807  -0.3047287  -0.6198729  ... -0.52866673 -0.43686965
  0.49155256]"
0446676136,"[-0.8722322  -0.3090772  -0.29082674 ... -0.5531879  -0.45463347
  0.43135443]"
0345394658,"[-0.82179093 -0.263365   -0.4390325  ... -0.46933448 -0.43552983
  0.48671606]"
0345301110,"[-0.8393315  -0.2759694   0.42756364 ... -0.46933448 -0.43552983
  0.48671606]"
052136695X,"[-0.87304914 -0.32685238 -0.7601022  ... -0.46022546 -0.44268882
  0.5184075 ]"
068485287X,"[-0.8596216  -0.33294922 -0.73844683 ... -0.46933448 -0.43552983
  0.48671606]"
0140450181,"[-0.85901177 -0.46633577 -0.57301015 ... -0.4027456  -0.43505603
  0.5190861 ]"
014045022X,"[-0.92187935 -0.56400365 -0.84077454 ... -0.4027456  -0.43505603
  0.5190861 ]"
0471165115,"[-0.936808   -0.53891015 -0.9877554  ... -0.54834497 -0.4455728
  0.49476945]"
0471130443,"[-0.8522379  -0.37240836 -0.9210526  ... -0.54834497 -0.4455728
  0.49476945]"
0764221396,"[-0.839776   -0.17031364 -0.6285459  ... -0.54904497 -0.44945738
  0.49237296]"
076422400X,"[-0.84187824 -0.2704451  -0.11003639 ... -0.54904497 -0.44945738
  0.49237296]"
0764222473,"[-0.82010937 -0.2066283  -0.03669294 ... -0.54904497 -0.44945738
  0.49237296]"
0764221760,"[-0.82934517 -0.25250694  0.08268315 ... -0.54904497 -0.44945738
  0.49237296]"
0451144368,"[-0.8980833  -0.34202695 -0.01509792 ... -0.56497514 -0.47539926
  0.52548456]"
0764221566,"[-0.87268376 -0.3414645  -0.3983142  ... -0.54904497 -0.44945738
  0.49237296]"
0449900568,"[-0.91269535 -0.4429023  -0.92095155 ... -0.56497514 -0.47539926
  0.52548456]"
1556619510,"[-0.83855146 -0.22584271 -0.03344425 ... -0.54904497 -0.44945738
  0.49237296]"
0446611778,"[-0.9165784  -0.5492986  -0.84865034 ... -0.5258696  -0.4621476
  0.4933698 ]"
0749385359,"[-0.8529279  -0.47464684 -0.4401324  ... -0.566808   -0.4739464
  0.48205248]"
0446520470,"[-0.8615141  -0.2746265   0.08106897 ... -0.54384834 -0.47100672
  0.5217349 ]"
0441639135,"[-0.87961453 -0.48080024 -0.34196746 ... -0.51647323 -0.43499112
  0.49718618]"
0441584179,"[-0.8425926  -0.39092144 -0.19266142 ... -0.5789285  -0.4854476
  0.53004473]"
0679735291,"[-0.92645174 -0.42004034 -0.4394337  ... -0.5649154  -0.47818217
  0.5126288 ]"
0441022790,"[-0.8669185  -0.3608129  -0.6094083  ... -0.52866673 -0.43686965
  0.49155256]"
0441005365,"[-0.8842599  -0.3294013   0.04869699 ... -0.5845429  -0.49287134
  0.4820656 ]"
0373441800,"[-0.8378891  -0.2344767  -0.61628336 ... -0.56497514 -0.47539926
  0.52548456]"
0373250479,"[-0.89296067 -0.2218001  -0.27528954 ... -0.5615101  -0.4743888
  0.5031157 ]"
0670891509,"[-0.7321483  -0.16019922  0.12691505 ... -0.5615101  -0.4743888
  0.5031157 ]"
0440201896,"[-0.86228764 -0.3021909  -0.09328801 ... -0.04603468 -0.4035997
  0.5536485 ]"
0812966813,"[-0.80211323 -0.31524098  0.02332409 ... -0.46933448 -0.43552983
  0.48671606]"
0373250428,"[-0.63141316 -0.22506389  0.3025273  ... -0.5615101  -0.4743888
  0.5031157 ]"
0439507251,"[-0.79088044 -0.26690826  0.3702357  ... -0.4027456  -0.43505603
  0.5190861 ]"
0060522259,"[-0.8259656  -0.26670584  0.32780862 ... -0.46933448 -0.43552983
  0.48671606]"
0312205961,"[-0.9097264  -0.39957097 -0.4790106  ... -0.54384834 -0.47100672
  0.5217349 ]"
0743418700,"[-0.933393   -0.36653632 -0.48922962 ... -0.46933448 -0.43552983
  0.48671606]"
0399143564,"[-0.8221377  -0.26667494  0.02764509 ... -0.54384834 -0.47100672
  0.5217349 ]"
0425185508,"[-0.7891731  -0.1984378   0.32426378 ... -0.46933448 -0.43552983
  0.48671606]"
0395689279,"[-0.79293895 -0.18203273  0.54422426 ... -0.06591122 -0.38135746
  0.53054136]"
076791404X,"[-0.7843819  -0.28985894 -0.7208546  ... -0.4878589  -0.44300628
  0.46960592]"
0060586125,"[-0.80253285 -0.2592313   0.30265787 ... -0.46933448 -0.43552983
  0.48671606]"
0440220432,"[-0.8300042  -0.37282372 -0.55122733 ... -0.49204063 -0.46570975
  0.5246827 ]"
0440225442,"[-0.89121574 -0.4187984  -0.75284106 ... -0.54384834 -0.47100672
  0.5217349 ]"
0575403306,"[-0.86894244 -0.42727125 -0.77795887 ... -0.4027456  -0.43505603
  0.5190861 ]"
0375759093,"[-0.8259817  -0.25719476  0.35486007 ... -0.52412254 -0.4618604
  0.46039444]"
0394719336,"[-0.9112189  -0.44371307 -0.4228189  ... -0.56737834 -0.47192723
  0.47319072]"
0393052060,"[-0.8487659  -0.28002968  0.28539607 ... -0.58447474 -0.4808334
  0.44955927]"
0553480545,"[-0.76074266 -0.5253594  -0.93149954 ... -0.5143895  -0.49771494
  0.51843464]"
038542597X,"[-0.78772587 -0.3256186   0.02800212 ... -0.54384834 -0.47100672
  0.5217349 ]"
0553484001,"[-0.44290477  0.14803033  0.9572278  ... -0.5143895  -0.49771494
  0.51843464]"
0590373986,"[-0.88972044 -0.2685637  -0.08471569 ... -0.5074948  -0.4837458
  0.49601665]"
0553480553,"[-0.65435207 -0.27321342 -0.63757885 ... -0.5143895  -0.49771494
  0.51843464]"
055348284X,"[-0.6497184  -0.21876848 -0.5455112  ... -0.24405736 -0.44187877
  0.5185339 ]"
0553482122,"[-0.84111035 -0.32805768 -0.17973699 ... -0.4027456  -0.43505603
  0.5190861 ]"
0380793083,"[-0.8572255  -0.3780306  -0.58690876 ... -0.52866673 -0.43686965
  0.49155256]"
0743437675,"[-0.7557051  -0.3797854  -0.82297933 ... -0.5143895  -0.49771494
  0.51843464]"
0743406648,"[-0.83660984 -0.35613587 -0.811669   ... -0.4027456  -0.43505603
  0.5190861 ]"
0061052493,"[-0.9270237  -0.39162982 -0.67133474 ... -0.5709141  -0.47523037
  0.49991134]"
0312958730,"[-0.73401994 -0.19103988  0.6039911  ... -0.54904497 -0.44945738
  0.49237296]"
0312984863,"[-0.9211149  -0.5925438  -0.89909995 ... -0.55333614 -0.46308547
  0.52222294]"
0312916086,"[-0.8015939  -0.27843425  0.0574168  ... -0.5197065  -0.43154886
  0.42665705]"
0312148208,"[-0.90886325 -0.49374706 -0.9467779  ... -0.49536443 -0.41868418
  0.42326066]"
0679752455,"[-0.9123652  -0.37619147 -0.40574044 ... -0.46933448 -0.43552983
  0.48671606]"
0525947345,"[-0.8939535  -0.3386264  -0.31477422 ... -0.5615101  -0.4743888
  0.5031157 ]"
0312112963,"[-0.8455306  -0.3606857  -0.27529126 ... -0.57678795 -0.48100105
  0.5064497 ]"
006001203X,"[-0.9211868  -0.4445782  -0.74869555 ... -0.41409492 -0.39278486
  0.43285424]"
0312109563,"[-0.78458005 -0.13900189 -0.2907239  ... -0.52574384 -0.43766257
  0.47331983]"
0375713344,"[-0.8970504  -0.41210943 -0.74908745 ... -0.56998765 -0.47965598
  0.50186455]"
0312082029,"[-0.8731919  -0.56184924 -0.8931904  ... -0.12486704 -0.35777533
  0.4867579 ]"
0805060227,"[-0.8429927  -0.27216128 -0.4947291  ... -0.46933448 -0.43552983
  0.48671606]"
0451174291,"[-0.82378167 -0.40074116 -0.3018051  ... -0.46933448 -0.43552983
  0.48671606]"
0307143759,"[-0.9054228  -0.33516353 -0.29568976 ... -0.24405736 -0.44187877
  0.5185339 ]"
055311073X,"[-0.85450786 -0.2860369   0.1278877  ... -0.51618946 -0.4430714
  0.47404528]"
0843951044,"[-0.9043613  -0.37470466 -0.4658137  ... -0.5500408  -0.4691263
  0.5238743 ]"
1930603401,"[-0.877086   -0.31111497 -0.29291072 ... -0.39834562 -0.41827703
  0.494581  ]"
006000780X,"[-0.86949784 -0.41460532 -0.20549034 ... -0.46933448 -0.43552983
  0.48671606]"
0450057062,"[-0.91606194 -0.4650435  -0.7451985  ... -0.5500408  -0.4691263
  0.5238743 ]"
0747247838,"[-0.95381284 -0.574955   -0.9742386  ... -0.5500408  -0.4691263
  0.5238743 ]"
0843951842,"[-0.8477091  -0.31532544  0.06892914 ... -0.5500408  -0.4691263
  0.5238743 ]"
042519549X,"[-0.90565586 -0.3923408  -0.86974365 ... -0.5615101  -0.4743888
  0.5031157 ]"
1400042070,"[-0.84798455 -0.29409203  0.15051775 ... -0.46933448 -0.43552983
  0.48671606]"
0345435028,"[-0.8635871  -0.23901252 -0.04265255 ... -0.46933448 -0.43552983
  0.48671606]"
0345453816,"[-0.7981941  -0.1829606   0.6066381  ... -0.57569045 -0.4808751
  0.5088386 ]"
0743412753,"[-0.9061483  -0.24614763 -0.44801322 ... -0.56058794 -0.47858295
  0.4998185 ]"
0446612804,"[-0.95684475 -0.4960544  -0.9713402  ... -0.56058794 -0.47858295
  0.4998185 ]"
0618109617,"[-0.8825233  -0.19413738 -0.2061444  ... -0.5360456  -0.46403673
  0.4752013 ]"
1881475735,"[-0.9013851  -0.2971035  -0.6579191  ... -0.56967866 -0.4737778
  0.49986354]"
0231108680,"[-0.8989625  -0.41370216 -0.56999916 ... -0.5640907  -0.46368495
  0.46106485]"
0671729411,"[-0.89560413 -0.29977208 -0.34630877 ... -0.5500408  -0.4691263
  0.5238743 ]"
9875500046,"[-0.76406145 -0.16741666  0.21280955 ... -0.4027456  -0.43505603
  0.5190861 ]"
8423915379,"[-0.8441218  -0.33878958 -0.72554344 ... -0.4027456  -0.43505603
  0.5190861 ]"
0132306328,"[-0.89106816 -0.5184361  -0.95746034 ... -0.04603468 -0.4035997
  0.5536485 ]"
0425128458,"[-0.88715994 -0.44834682 -0.907551   ... -0.5443953  -0.4846659
  0.4853188 ]"
1889199036,"[-0.85975593 -0.24599566  0.02490288 ... -0.46933448 -0.43552983
  0.48671606]"
0061043486,"[-0.82165056 -0.61575776 -0.95081115 ... -0.512617   -0.44719544
  0.4810125 ]"
0060968613,"[-0.81694293 -0.31537133 -0.3358086  ... -0.49224815 -0.4872901
  0.48756933]"
0688162827,"[-0.87030524 -0.27328154  0.2509459  ... -0.5258696  -0.4621476
  0.4933698 ]"
1590521439,"[-0.7467155  -0.11793339  0.217779   ... -0.4027456  -0.43505603
  0.5190861 ]"
0849942845,"[-0.833761   -0.266443    0.471987   ... -0.4027456  -0.43505603
  0.5190861 ]"
158567074X,"[-0.8786405  -0.2838907  -0.2638625  ... -0.52574384 -0.43766257
  0.47331983]"
2070360024,"[-0.9310405  -0.34477928 -0.68167365 ... -0.46933448 -0.43552983
  0.48671606]"
0553213695,"[-0.8341581  -0.18192177  0.51030254 ... -0.46933448 -0.43552983
  0.48671606]"
074320395X,"[-0.87991863 -0.3085426   0.1300837  ... -0.46933448 -0.43552983
  0.48671606]"
0452008999,"[-0.8349258  -0.21473739 -0.33856243 ... -0.57678795 -0.48100105
  0.5064497 ]"
039472531X,"[-0.67697436 -0.2696088  -0.40300345 ... -0.04603468 -0.4035997
  0.5536485 ]"
3499227657,"[-0.8256598  -0.50465804 -0.80799174 ... -0.54150957 -0.4660557
  0.53044015]"
0375421815,"[-0.74966586 -0.18653668  0.59494996 ... -0.52574384 -0.43766257
  0.47331983]"
3442452252,"[-0.87714297 -0.42478392 -0.64862585 ... -0.5819302  -0.48901135
  0.50543493]"
0140067779,"[-0.8768434  -0.2656003  -0.15974714 ... -0.52574384 -0.43766257
  0.47331983]"
3442451612,"[-0.90702105 -0.51015574 -0.7566133  ... -0.5819302  -0.48901135
  0.50543493]"
3442448913,"[-0.8749923  -0.4650703  -0.7064078  ... -0.54384834 -0.47100672
  0.5217349 ]"
3442446082,"[-0.8563541  -0.37161303 -0.33317417 ... -0.54384834 -0.47100672
  0.5217349 ]"
0061095869,"[-0.826179   -0.2327659   0.04264329 ... -0.51618946 -0.4430714
  0.47404528]"
0345345738,"[-0.8089754  -0.26240358 -0.06906694 ... -0.5615101  -0.4743888
  0.5031157 ]"
340493010X,"[-0.8909116  -0.39005274 -0.22829008 ... -0.5198706  -0.46459875
  0.5096375 ]"
0553157272,"[-0.8444359  -0.45969117 -0.8033657  ... -0.4027456  -0.43505603
  0.5190861 ]"
0553156241,"[-0.85612595 -0.36966893 -0.94656605 ... -0.4027456  -0.43505603
  0.5190861 ]"
0553155881,"[-0.6116044  -0.10294539 -0.5303586  ... -0.5143895  -0.49771494
  0.51843464]"
0553156063,"[-0.36090994 -0.06411636 -0.5727863  ... -0.5143895  -0.49771494
  0.51843464]"
0553156632,"[-0.8318883  -0.38915676 -0.9039874  ... -0.5143895  -0.49771494
  0.51843464]"
0446342963,"[-0.9180173  -0.5067066  -0.94888556 ... -0.04603468 -0.4035997
  0.5536485 ]"
0023672609,"[-0.92925245 -0.60345256 -0.92046344 ... -0.54150957 -0.4660557
  0.53044015]"
3442413508,"[-0.90367746 -0.4711203  -0.7283643  ... -0.54384834 -0.47100672
  0.5217349 ]"
3257234015,"[-0.9012697  -0.41131076 -0.4517835  ... -0.53935564 -0.46798337
  0.46798602]"
087923573X,"[-0.8292565  -0.65848494 -0.96202624 ... -0.5074948  -0.4837458
  0.49601665]"
0399142614,"[-0.740702   -0.1614777   0.6441599  ... -0.53935564 -0.46798337
  0.46798602]"
0375703128,"[-0.8394488  -0.34802893 -0.10332794 ... -0.52866673 -0.43686965
  0.49155256]"
0440318688,"[-0.9152876  -0.35670534 -0.45080042 ... -0.56480455 -0.4827462
  0.47843176]"
0380811812,"[-0.8841954  -0.35664615 -0.37382933 ... -0.54384834 -0.47100672
  0.5217349 ]"
0425068293,"[-0.8187094  -0.2721981   0.15409885 ... -0.5768424  -0.47848636
  0.48188362]"
0743246071,"[-0.81764805 -0.26883674  0.5390699  ... -0.5794456  -0.4819315
  0.48329374]"
